RootFolder,File,RelativePath,Dark,DeleteFlag,Tagger,Species1,NumIndividual1,Species2,NumIndividual2,Notes,HumanType,ImageIssue,IllegalAct,UNID,SavePic,DateTime,CameraNumber,Property,
Lands Camera Photos,RCNX0124.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-06-25 12:42:07,6,WVWA,
Lands Camera Photos,RCNX0125.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-06-25 12:42:08,6,WVWA,
Lands Camera Photos,RCNX0126.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-06-25 12:42:09,6,WVWA,
Lands Camera Photos,RCNX0127.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-06-25 12:52:37,6,WVWA,
Lands Camera Photos,RCNX0128.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-06-25 12:52:38,6,WVWA,
Lands Camera Photos,RCNX0129.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,none,0,,0,,,,false,false,false, 2020-06-25 12:52:39,6,WVWA,
Lands Camera Photos,RCNX0130.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,car/truck,1,,0,,,,false,false,false, 2020-06-25 13:17:21,6,WVWA,
Lands Camera Photos,RCNX0131.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,car/truck,1,,0,,,,false,false,false, 2020-06-25 13:17:23,6,WVWA,
Lands Camera Photos,RCNX0132.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,car/truck,1,,0,,,,false,false,false, 2020-06-25 13:17:24,6,WVWA,
Lands Camera Photos,RCNX0133.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,car/truck,1,,0,,,,false,false,false, 2020-06-25 13:17:26,6,WVWA,
Lands Camera Photos,RCNX0134.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,car/truck,1,,0,,,,false,false,false, 2020-06-25 13:17:27,6,WVWA,
Lands Camera Photos,RCNX0135.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,car/truck,1,,0,,,,false,false,false, 2020-06-25 13:17:28,6,WVWA,
Lands Camera Photos,RCNX0136.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,car/truck,1,,0,,,,false,false,false, 2020-06-25 13:17:29,6,WVWA,
Lands Camera Photos,RCNX0137.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,car/truck,1,,0,,,,false,false,false, 2020-06-25 13:17:30,6,WVWA,
Lands Camera Photos,RCNX0138.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,car/truck,1,,0,,,,false,false,false, 2020-06-25 13:17:31,6,WVWA,
Lands Camera Photos,RCNX0139.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,car/truck,1,,0,,,,false,false,false, 2020-06-25 13:17:32,6,WVWA,
Lands Camera Photos,RCNX0140.JPG,WVWA\WVWA06-6.24.20-8.7.20,false,false,Jaden Brutsman,car/truck,1,,0,,,,false,false,false, 2020-06-25 13:17:33,6,WVWA,
